Avgtrans,Transaction_amount,isDeclined,Declines/day,isForeignTransaction,isHighRiskCountry,Avg_chbk_amt,Chbk_freq
5.555949545801596,7.85853116083202,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
5.3039090371552335,9.195221601285326,0,-6.907755278982137,1,0,-6.907755278982137,-6.907755278982137
6.3576030690967205,9.722615192067803,0,1.7052396767545839,1,0,-6.907755278982137,-6.907755278982137
5.123719079912705,8.799103232088479,0,1.791926122007376,0,0,6.036621488256255,1.8001346060454932
6.721285003479939,10.201936945499293,0,1.5579566606803363,0,0,5.338628557441265,1.892200250680033
5.520757287572505,8.739629269810488,0,-6.907755278982137,1,1,-6.907755278982137,-6.907755278982137
4.974424220976136,8.109911824808728,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
5.722904315694832,8.430951464715278,0,-6.907755278982137,1,0,-6.907755278982137,-6.907755278982137
5.127009571399879,7.324228874070371,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
6.379939737989672,9.51543233272951,0,-6.907755278982137,1,0,-6.907755278982137,-6.907755278982137
5.121795680340977,7.424375404549264,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
6.128341212232342,9.67059108847602,0,-6.907755278982137,1,0,-6.907755278982137,-6.907755278982137
6.618667762957063,9.83754230589069,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
5.489568696061567,9.273754294427135,0,-6.907755278982137,1,1,-6.907755278982137,-6.907755278982137
4.334451926641914,7.985902024531769,0,2.0773674476634065,0,0,-6.907755278982137,-6.907755278982137
5.963584092707427,7.573019948593909,0,1.791926122007376,0,0,-6.907755278982137,-6.907755278982137
3.911695273129783,7.278971786234502,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
6.230658471286472,9.625740627193775,0,-6.907755278982137,1,0,-6.907755278982137,-6.907755278982137
6.594368678356571,10.284739591615436,0,1.9460529959950603,0,0,-6.907755278982137,-6.907755278982137
6.859926826564676,8.805836076439753,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
4.605180185938091,8.357540711475407,1,0.6936470556015963,0,0,6.371613556632105,1.9460529959950603
3.9846323072696257,7.516563949328196,0,-6.907755278982137,0,0,4.870071339908178,2.11949135683599
7.063047500621802,10.81741367284949,0,-6.907755278982137,1,1,6.409073964362931,1.924425216662066
6.20336046063416,9.147797523651596,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
4.845609135397345,8.335080728094281,0,-6.907755278982137,0,0,6.380564073424074,2.044423314517206
6.792442148509646,9.8369635175699,0,0.0009995003330834,0,0,-6.907755278982137,-6.907755278982137
5.80096844467159,8.936459767464656,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
5.79063724224433,9.722459878714462,0,2.1973356822749484,0,0,-6.907755278982137,-6.907755278982137
5.217143370125288,8.436013989093908,0,1.09894556645823,0,0,-6.907755278982137,-6.907755278982137
6.769300878960776,10.101504281524562,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
5.488229088355359,9.513576717586496,0,1.09894556645823,1,1,5.942801999795172,1.791926122007376
5.71379168694414,8.352845952048682,0,0.0009995003330834,0,0,-6.907755278982137,-6.907755278982137
5.954531215552954,9.951957153556856,0,0.9049938706472471,1,0,-6.907755278982137,-6.907755278982137
6.166841395347733,8.564734760987186,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
5.325295108887556,9.096408372967943,0,-6.907755278982137,0,0,6.702355148570618,2.0920049235659173
5.572237649974475,8.791109824951109,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
5.223060272868539,7.788004654188601,1,0.6936470556015963,0,0,-6.907755278982137,-6.907755278982137
4.833927958443424,8.343698179334492,0,-6.907755278982137,0,0,6.367345641810426,2.0329529311204677
5.6818505174845475,9.573064509574904,0,-6.907755278982137,1,0,-6.907755278982137,-6.907755278982137
6.466619456976201,9.943611735341227,0,-6.907755278982137,0,0,5.493341491530199,2.1442567802346097
5.96945153712992,-6.907755278982137,0,0.0009995003330834,0,0,-6.907755278982137,-6.907755278982137
5.225216424229655,9.171830467815719,0,1.2639765668176544,0,0,6.345388855723737,1.977848798258566
6.269824478167398,8.90888005043032,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
5.950071763514172,9.856468850296272,0,-6.907755278982137,0,0,6.396926660525267,1.9460529959950603
5.846955456872602,9.14278954121283,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
2.13393891783725,5.798848997541465,0,1.452018602646381,1,1,-6.907755278982137,-6.907755278982137
5.299743048779985,8.631942744312628,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
6.76366580603929,10.50133429694428,0,-6.907755278982137,1,0,-6.907755278982137,-6.907755278982137
5.7686245162892655,8.253528302463296,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
5.930488214370387,8.926217963596015,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
4.9784653619956405,8.9986416768609,0,0.6936470556015963,1,0,-6.907755278982137,-6.907755278982137
3.8540690442831633,7.409396517911402,0,-6.907755278982137,1,1,-6.907755278982137,-6.907755278982137
5.263664807934718,9.205598356083174,0,2.118463556043888,0,0,-6.907755278982137,-6.907755278982137
5.6366302702098725,9.664848357259599,0,-6.907755278982137,1,0,-6.907755278982137,-6.907755278982137
6.36583423920814,9.733128409315407,0,-6.907755278982137,1,0,-6.907755278982137,-6.907755278982137
5.374103940125401,9.004190422165907,0,-6.907755278982137,1,0,-6.907755278982137,-6.907755278982137
5.7583915686658695,7.367826956149564,0,0.0009995003330834,0,0,-6.907755278982137,-6.907755278982137
3.606351393695163,7.361488677170272,0,-6.907755278982137,1,1,-6.907755278982137,-6.907755278982137
4.631813042932136,7.809857541696985,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
6.689272124130572,8.075565552233401,0,-6.907755278982137,1,0,-6.907755278982137,-6.907755278982137
6.306026439564716,7.692319431547386,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
4.710530496532161,8.509693101638872,0,1.7368731251381946,1,0,-6.907755278982137,-6.907755278982137
6.000426658067222,9.623175783454851,0,-6.907755278982137,1,0,6.526030272629617,1.5141518765257256
5.698582350080984,8.834073360917635,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
5.781878684516052,8.826398186196059,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
6.879299452461172,10.09817428982468,0,1.09894556645823,1,1,-6.907755278982137,-6.907755278982137
6.420028573027058,10.011175388957152,0,1.6096378924367667,1,0,-6.907755278982137,-6.907755278982137
4.879261291318472,8.677776357092009,0,1.831505665551312,0,0,-6.907755278982137,-6.907755278982137
6.465235091135637,9.952874722506548,0,1.5906454271885897,1,0,-6.907755278982137,-6.907755278982137
3.1034449942937243,6.799518860603259,0,2.079566533867987,0,0,-6.907755278982137,-6.907755278982137
6.000443978984642,9.676563142513306,0,-6.907755278982137,1,0,-6.907755278982137,-6.907755278982137
6.819394059182664,8.611152618091438,0,-6.907755278982137,1,0,-6.907755278982137,-6.907755278982137
6.69445197028339,9.259400185501246,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
2.2248435805822413,6.067373349280133,0,2.079566533867987,0,0,-6.907755278982137,-6.907755278982137
5.570254891548232,9.331451286318812,0,-6.907755278982137,0,0,5.844995537559542,1.9460529959950603
5.833504491898077,7.912943471604525,0,1.386544329875098,1,0,-6.907755278982137,-6.907755278982137
6.077925920310755,-6.907755278982137,0,0.0009995003330834,0,0,-6.907755278982137,-6.907755278982137
4.373181689150454,7.792037146222588,0,-6.907755278982137,0,0,6.764577290360276,1.8842946837421517
6.814513612747747,10.146717064337212,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
5.972319308534479,6.665465214931508,0,0.0009995003330834,0,0,-6.907755278982137,-6.907755278982137
5.88187466722923,9.13996852302956,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
6.35134300149839,7.044489309682101,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
5.989676923510581,9.167728353714764,0,-6.907755278982137,1,0,-6.907755278982137,-6.907755278982137
5.78380388307679,9.405224148226216,0,-6.907755278982137,0,0,5.66221172160338,1.9460529959950603
6.808893036268391,10.626405042800766,0,0.9804854649664712,1,0,-6.907755278982137,-6.907755278982137
6.375524282469389,7.761817366458189,0,0.0009995003330834,0,0,-6.907755278982137,-6.907755278982137
6.252673503117434,9.68665884431418,0,1.6096378924367667,1,1,6.755770086127932,1.09894556645823
6.743189638584373,10.80518863825217,0,-6.907755278982137,1,1,6.31928032525968,1.9460529959950603
5.3318411154652425,6.024985878442403,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
6.660484676348876,8.8577081154964,0,-6.907755278982137,1,0,-6.907755278982137,-6.907755278982137
5.9230859449547015,8.631133647588992,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
6.549132436262654,9.727184894773394,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
4.589850025127737,6.199279814023913,0,-6.907755278982137,1,0,-6.907755278982137,-6.907755278982137
6.596494992267445,9.429707051882463,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
6.598498573927713,10.549740956359296,0,1.386544329875098,1,0,-6.907755278982137,-6.907755278982137
5.384344067444912,8.023397136905917,0,1.791926122007376,0,0,-6.907755278982137,-6.907755278982137
5.991687388393665,9.562211539776479,0,1.4638929501924887,0,0,5.4521955721987085,0.0009995003330834
6.100473457095307,9.680058936741661,0,-6.907755278982137,1,0,-6.907755278982137,-6.907755278982137
4.6371063583468946,8.587864680899582,0,2.079566533867987,1,0,-6.907755278982137,-6.907755278982137
6.764438619554912,10.753421533374109,0,1.9460529959950603,0,0,-6.907755278982137,-6.907755278982137
4.762929664486815,8.493978472284052,0,2.012761773995609,0,0,-6.907755278982137,-6.907755278982137
6.349748311196025,10.19354776224437,0,1.8717361767602343,0,0,6.826161812980881,1.3067458310943438
3.859888766659928,7.41521635708963,0,-6.907755278982137,1,0,-6.907755278982137,-6.907755278982137
6.40504688584513,9.540539520285758,0,-6.907755278982137,1,0,-6.907755278982137,-6.907755278982137
6.693060750686606,9.177966264301675,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
4.585360315552768,7.9934871816490345,0,2.051310276309009,0,0,-6.907755278982137,-6.907755278982137
6.4564967538166735,9.547537708506049,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
6.462355152285638,10.059757567432504,0,-6.907755278982137,0,0,5.69717327123086,1.9956460684703758
4.341894380331148,8.014078537544272,0,2.089886870485111,0,0,-6.907755278982137,-6.907755278982137
6.228359923969103,10.05457979552846,0,-6.907755278982137,1,0,6.73343570658274,1.6835783793417134
5.721881124209164,-6.907755278982137,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
5.840853749996446,8.143436227262837,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
6.64059808836276,9.972801338924384,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
