Avgtrans,Transaction_amount,isDeclined,Declines/day,isForeignTransaction,isHighRiskCountry,Avg_chbk_amt,Chbk_freq
6.739330761896185,9.629701402322976,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
5.930488214370387,8.926217963596015,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
4.557448702660814,5.250590638604808,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
6.078564834374142,8.476458023959736,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
5.289860211917188,8.123068810082987,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
6.612968812378889,9.791021355659025,0,-6.907755278982137,0,0,5.568348320547706,1.09894556645823
6.548236030842587,8.745459334703853,0,-6.907755278982137,1,0,-6.907755278982137,-6.907755278982137
6.744366214320656,9.879859304134175,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
6.534087116844929,8.931981068749483,0,-6.907755278982137,1,0,-6.907755278982137,-6.907755278982137
4.07081559006868,7.471996477195356,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
6.615038638601592,10.198556274396484,0,-6.907755278982137,0,0,6.089047143017972,1.9460529959950603
6.44696708630407,8.056403730478939,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
6.781495942120401,10.182692227176076,0,1.386544329875098,1,0,-6.907755278982137,-6.907755278982137
3.053040173359245,4.151620984756157,0,0.0009995003330834,0,0,6.7393378107884265,1.09894556645823
6.180165082595044,8.665069834802328,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
6.861865471219779,9.997358685590996,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
6.2896304426103615,9.33415111290551,0,1.791926122007376,0,0,-6.907755278982137,-6.907755278982137
6.38177634775294,7.074922681916853,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
5.2409794798390905,7.543559807260686,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
5.326283027598276,7.724173880199575,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
4.968986807430999,7.608037683181679,0,0.0009995003330834,0,0,6.6808559334945725,0.6936470556015963
6.6497624664108,9.740803684142564,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
6.660484676348876,8.8577081154964,0,-6.907755278982137,1,0,-6.907755278982137,-6.907755278982137
6.888257721253504,8.27455131755546,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
5.58281163873436,9.193725891104018,0,-6.907755278982137,1,1,-6.907755278982137,-6.907755278982137
6.6104590597076704,9.249515138881645,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
5.909263304306125,9.000303166798133,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
5.000192537821588,6.6096250609213145,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
6.874677917223789,8.954118554476528,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
6.558481912236598,9.85431741266007,0,1.6096378924367667,1,1,-6.907755278982137,-6.907755278982137
4.728957448146185,8.130146288616569,0,0.0009995003330834,0,0,-6.907755278982137,-6.907755278982137
6.228646706414697,10.012834412853756,0,2.1973356822749484,0,0,-6.907755278982137,-6.907755278982137
6.737895754532042,6.737895754532042,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
5.905186443026231,9.124059651628327,0,1.386544329875098,0,0,-6.907755278982137,-6.907755278982137
6.683340976856009,9.455928525729991,0,-6.907755278982137,1,0,-6.907755278982137,-6.907755278982137
6.062706684033115,9.19819867306994,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
5.509239229155735,8.767331873689725,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
6.38295594392346,9.273326105350092,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
6.196484208864991,9.029695636091922,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
6.771796732114687,8.717705899180809,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
5.844210935727981,9.48179427484435,0,-6.907755278982137,1,0,6.630684704902715,1.09894556645823
6.152347650158434,9.37122143189758,0,-6.907755278982137,0,0,-6.907755278982137,-6.907755278982137
6.843181055767254,9.40812942868444,0,-6.907755278982137,1,0,-6.907755278982137,-6.907755278982137
